categoria,marca,presentacion,precio,tipo_cadena,cadena,unidad_presentacion
Leche,LA SERENÍSIMA,1.0,57.0,Hipermercado,Hipermercado Carrefour,lt
Leche,LA SERENÍSIMA,1.0,60.0,Hipermercado,Hipermercado Carrefour,lt
Leche,LA SERENÍSIMA,1.0,51.9,Hipermercado,Hipermercado Carrefour,lt
Leche,LA SERENÍSIMA,1.0,56.0,Hipermercado,Hipermercado Carrefour,lt
Leche,LA SERENÍSIMA,1.0,50.77,Hipermercado,Hipermercado Carrefour,lt
Leche,LA SERENÍSIMA,1.0,52.49,Autoservicio,Supermercados DIA,lt
Leche,LA SERENÍSIMA,1.0,56.0,Supermercado,Disco,lt
Leche,LA SERENÍSIMA,1.0,53.0,Supermercado,Disco,lt
Leche,LA SERENÍSIMA,1.0,50.77,Hipermercado,Hipermercado Carrefour,lt
Leche,LA SERENÍSIMA,1.0,57.0,Hipermercado,Hipermercado Carrefour,lt
Leche,LA SERENÍSIMA,1.0,58.0,Hipermercado,Hipermercado Carrefour,lt
Leche,LA SERENÍSIMA,1.0,51.9,Hipermercado,Hipermercado Carrefour,lt
Leche,LA SERENÍSIMA,1.0,56.0,Hipermercado,Hipermercado Carrefour,lt
Leche,LA SERENÍSIMA,1.0,52.49,Supermercado,Supermercados DIA,lt
Leche,LA SERENÍSIMA,1.0,53.0,Supermercado,Disco,lt
Leche,LA SERENÍSIMA,1.0,56.0,Supermercado,Disco,lt
Leche,LA SERENÍSIMA,1.0,51.9,Hipermercado,Hipermercado Carrefour,lt
Leche,LA SERENÍSIMA,1.0,50.77,Hipermercado,Hipermercado Carrefour,lt
Leche,LA SERENÍSIMA,1.0,49.9,Hipermercado,Hipermercado Carrefour,lt
Leche,LA SERENÍSIMA,1.0,50.0,Hipermercado,Hipermercado Carrefour,lt
Leche,LA SERENÍSIMA,1.0,52.49,Supermercado,Supermercados DIA,lt
Leche,LA SERENÍSIMA,1.0,53.0,Supermercado,Disco,lt
Leche,ARMONÍA,1.0,40.25,Hipermercado,Hipermercado Carrefour,lt
Leche,ARMONÍA,1.0,42.46,Hipermercado,Hipermercado Carrefour,lt
Leche,ARMONÍA,1.0,42.46,Supermercado,Supermercados DIA,lt
Leche,ARMONÍA,1.0,40.25,Autoservicio,Supermercados DIA,lt
Leche,ARMONÍA,1.0,40.3,Supermercado,Supermercados DIA,lt
Leche,ARMONÍA,1.0,41.66,Autoservicio,Supermercados DIA,lt
Leche,ARMONÍA,1.0,40.25,Hipermercado,Hipermercado Carrefour,lt
Leche,ARMONÍA,1.0,42.46,Hipermercado,Hipermercado Carrefour,lt
Leche,ARMONÍA,1.0,40.25,Supermercado,Supermercados DIA,lt
Leche,ARMONÍA,1.0,42.46,Supermercado,Supermercados DIA,lt
Leche,ARMONÍA,1.0,40.25,Hipermercado,Hipermercado Carrefour,lt
Leche,ARMONÍA,1.0,42.46,Hipermercado,Hipermercado Carrefour,lt
Leche,ARMONÍA,1.0,40.3,Supermercado,Supermercados DIA,lt
Leche,ARMONÍA,1.0,41.66,Autoservicio,Supermercados DIA,lt
Leche,ARMONÍA,1.0,40.25,Autoservicio,Supermercados DIA,lt
Leche,LA SERENÍSIMA,1.0,65.0,Supermercado,Disco,lt
Leche,LA SERENÍSIMA,1.0,70.0,Supermercado,Disco,lt
Leche,LA SERENÍSIMA,1.0,65.0,Supermercado,Disco,lt
Leche,ARMONÍA,1.0,42.0,Hipermercado,Hipermercado Carrefour,lt
Leche,ARMONÍA,1.0,41.66,Hipermercado,Hipermercado Carrefour,lt
Leche,ARMONÍA,1.0,40.25,Hipermercado,Hipermercado Carrefour,lt
Leche,ARMONÍA,1.0,42.46,Supermercado,Supermercados DIA,lt
Leche,ARMONÍA,1.0,40.3,Supermercado,Supermercados DIA,lt
Leche,ARMONÍA,1.0,40.25,Autoservicio,Supermercados DIA,lt
Leche,ARMONÍA,1.0,40.0,Supermercado,Supermercados DIA,lt
Leche,ARMONÍA,1.0,41.66,Autoservicio,Supermercados DIA,lt
Leche,ARMONÍA,1.0,40.25,Hipermercado,Hipermercado Carrefour,lt
Leche,ARMONÍA,1.0,40.25,Supermercado,Supermercados DIA,lt
Leche,ARMONÍA,1.0,42.46,Supermercado,Supermercados DIA,lt
Leche,ARMONÍA,1.0,40.25,Hipermercado,Hipermercado Carrefour,lt
Leche,ARMONÍA,1.0,42.0,Hipermercado,Hipermercado Carrefour,lt
Leche,ARMONÍA,1.0,40.3,Supermercado,Supermercados DIA,lt
Leche,ARMONÍA,1.0,41.66,Autoservicio,Supermercados DIA,lt
Leche,ARMONÍA,1.0,40.25,Autoservicio,Supermercados DIA,lt
Leche,ARMONÍA,1.0,40.0,Autoservicio,Supermercados DIA,lt
Leche,LA SERENÍSIMA,200.0,37.0,Supermercado,Hipermercado Carrefour,cc
Leche,LA SERENÍSIMA,200.0,38.5,Supermercado,Hipermercado Carrefour,cc
Leche,LA SERENÍSIMA,200.0,39.8,Hipermercado,Hipermercado Carrefour,cc
Leche,LA SERENÍSIMA,200.0,37.3,Hipermercado,Hipermercado Carrefour,cc
Leche,LA SERENÍSIMA,200.0,40.9,Hipermercado,Hipermercado Carrefour,cc
Leche,LA SERENÍSIMA,200.0,39.9,Hipermercado,Hipermercado Carrefour,cc
Leche,LA SERENÍSIMA,200.0,43.2,Supermercado,Hipermercado Carrefour,cc
Leche,LA SERENÍSIMA,200.0,45.6,Hipermercado,Hipermercado Carrefour,cc
Leche,LA SERENÍSIMA,200.0,44.8,Hipermercado,Hipermercado Carrefour,cc
Leche,LA SERENÍSIMA,200.0,39.9,Hipermercado,Hipermercado Carrefour,cc
Leche,LA SERENÍSIMA,200.0,43.2,Hipermercado,Hipermercado Carrefour,cc
Leche,LA SERENÍSIMA,200.0,46.5,Hipermercado,Hipermercado Carrefour,cc
Leche,LA SERENÍSIMA,200.0,37.3,Hipermercado,Hipermercado Carrefour,cc
Leche,LA SERENÍSIMA,200.0,40.8,Hipermercado,Hipermercado Carrefour,cc
Leche,LA SERENÍSIMA,200.0,39.8,Hipermercado,Hipermercado Carrefour,cc
Leche,LA SERENÍSIMA,200.0,43.2,Hipermercado,Hipermercado Carrefour,cc
Leche,LA SERENÍSIMA,200.0,37.3,Hipermercado,Hipermercado Carrefour,cc
Leche,LA SERENÍSIMA,200.0,40.8,Hipermercado,Hipermercado Carrefour,cc
Leche,LA SERENÍSIMA,200.0,39.9,Hipermercado,Hipermercado Carrefour,cc
Pastas,GIACOMO,500.0,182.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,183.0,Supermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,220.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,219.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,165.0,Supermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,172.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,202.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,171.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,174.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,189.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,175.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,204.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,224.0,Supermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,196.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,159.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,200.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,175.0,Supermercado,Disco,gr
Pastas,GIACOMO,500.0,208.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,204.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,136.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,174.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,175.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,165.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,224.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,200.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,175.0,Supermercado,Disco,gr
Pastas,GIACOMO,500.0,205.0,Supermercado,Disco,gr
Pastas,GIACOMO,500.0,224.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,174.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,175.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,175.0,Supermercado,Disco,gr
Pastas,GIACOMO,500.0,182.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,183.0,Supermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,220.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,219.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,165.0,Supermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,172.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,202.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,171.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,174.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,189.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,175.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,204.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,224.0,Supermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,196.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,159.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,200.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,175.0,Supermercado,Disco,gr
Pastas,GIACOMO,500.0,205.0,Supermercado,Disco,gr
Pastas,GIACOMO,500.0,202.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,204.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,136.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,174.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,175.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,165.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,224.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,200.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,175.0,Supermercado,Disco,gr
Pastas,GIACOMO,500.0,224.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,174.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,175.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,175.0,Supermercado,Disco,gr
Pastas,GIACOMO,500.0,182.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,183.0,Supermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,220.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,219.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,165.0,Supermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,172.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,202.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,171.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,174.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,189.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,175.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,204.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,224.0,Supermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,196.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,159.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,200.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,175.0,Supermercado,Disco,gr
Pastas,GIACOMO,500.0,205.0,Supermercado,Disco,gr
Pastas,GIACOMO,500.0,208.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,204.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,136.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,174.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,175.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,165.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,224.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,200.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,175.0,Supermercado,Disco,gr
Pastas,GIACOMO,500.0,224.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,174.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,175.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,GIACOMO,500.0,175.0,Supermercado,Disco,gr
Pastas,DON VICENTE,500.0,98.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,99.0,Supermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,102.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,104.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,80.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,108.0,Supermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,89.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,76.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,92.0,Supermercado,Disco,gr
Pastas,DON VICENTE,500.0,89.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,108.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,95.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,80.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,93.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,99.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,76.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,104.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,92.0,Supermercado,Disco,gr
Pastas,DON VICENTE,500.0,108.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,80.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,98.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,92.0,Supermercado,Disco,gr
Pastas,DON VICENTE,500.0,98.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,102.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,99.0,Supermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,104.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,80.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,92.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,108.0,Supermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,89.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,76.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,92.0,Supermercado,Disco,gr
Pastas,DON VICENTE,500.0,89.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,108.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,80.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,92.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,99.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,76.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,104.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,92.0,Supermercado,Disco,gr
Pastas,DON VICENTE,500.0,108.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,80.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,92.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,98.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,92.0,Supermercado,Disco,gr
Pastas,LUCCHETTI,500.0,60.0,Supermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,52.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,50.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,44.3,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,51.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,57.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,55.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,50.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,42.9,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,52.99,Autoservicio,Supermercados DIA,gr
Pastas,LUCCHETTI,500.0,52.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,53.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,51.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,55.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,50.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,42.9,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,52.99,Supermercado,Supermercados DIA,gr
Pastas,LUCCHETTI,500.0,56.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,46.7,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,50.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,52.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,54.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,52.99,Supermercado,Supermercados DIA,gr
Pastas,MATARAZZO,500.0,57.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,63.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,62.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,59.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,54.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,44.8,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,58.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,44.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,64.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,56.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,46.9,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,57.69,Autoservicio,Supermercados DIA,gr
Pastas,MATARAZZO,500.0,57.0,Supermercado,Disco,gr
Pastas,MATARAZZO,500.0,57.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,63.0,Supermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,56.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,54.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,46.9,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,57.69,Supermercado,Supermercados DIA,gr
Pastas,MATARAZZO,500.0,57.0,Supermercado,Disco,gr
Pastas,MATARAZZO,500.0,64.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,56.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,55.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,57.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,57.69,Supermercado,Supermercados DIA,gr
Pastas,MATARAZZO,500.0,70.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,57.5,Supermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,69.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,69.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,51.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,54.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,46.8,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,56.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,59.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,55.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,61.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,46.9,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,57.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,65.0,Supermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,76.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,70.5,Supermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,54.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,46.9,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,69.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,63.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,78.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,57.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,57.0,Supermercado,Disco,gr
Pastas,LUCCHETTI,500.0,76.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,85.0,Supermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,78.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,79.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,75.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,72.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,71.0,Supermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,80.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,70.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,74.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,66.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,79.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,74.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,68.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,75.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,74.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,77.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,75.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,73.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,76.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,67.0,Supermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,90.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,84.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,82.0,Supermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,80.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,54.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,78.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,93.0,Supermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,60.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,88.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,74.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,82.99,Autoservicio,Supermercados DIA,gr
Pastas,MATARAZZO,500.0,82.0,Supermercado,Disco,gr
Pastas,MATARAZZO,500.0,82.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,85.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,80.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,74.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,82.99,Supermercado,Supermercados DIA,gr
Pastas,MATARAZZO,500.0,82.0,Supermercado,Disco,gr
Pastas,MATARAZZO,500.0,93.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,80.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,82.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,82.99,Supermercado,Supermercados DIA,gr
Pastas,MATARAZZO,500.0,82.0,Supermercado,Disco,gr
Pastas,MATARAZZO,500.0,78.0,Supermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,86.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,85.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,79.0,Hipermercado,Hipermercado Carrefour,gr
